change_id,change_type,owning_team,environment,delta_response_time,delta_error_rate,delta_timeout,impact
CHG-1038,Config Update,Database Team,Production,114.95175323192214,1.6047633693595333,2.3333333333333335,1
CHG-1039,Deployment,Infrastructure Team,Production,209.00759627946064,9.995066824365455,4.5,1
CHG-1040,DB Change,Application Team,Production,191.7240280370599,4.082988816822972,-1.333333333333333,1
CHG-1041,Deployment,Database Team,Production,246.91745835420983,2.243943166146877,3.0,1
CHG-1042,Deployment,Application Team,Production,-40.490946398413996,-0.0524664998283777,0.16666666666666674,0
CHG-1043,DB Change,Database Team,Production,17.48237448158028,0.838727080876235,1.3333333333333333,1
CHG-1044,Deployment,Infrastructure Team,Production,15.641127750543092,-0.4533577525093473,0.666666666666667,0
CHG-1045,DB Change,Application Team,Production,48.75564260615545,1.2238655987794826,1.333333333333333,1
CHG-1046,Config Update,Application Team,Production,-14.635159246979526,0.3527539829251165,0.0,0
CHG-1047,Infra Scaling,Database Team,Production,-68.34239421955544,-1.0453686198490524,-0.16666666666666652,0
CHG-1048,DB Change,Database Team,Production,54.09520914501735,0.8347974559499085,0.9999999999999999,1
CHG-1049,Infra Scaling,Application Team,Production,102.5286983274454,2.027152520460329,2.3333333333333335,1
CHG-1050,Config Update,Database Team,Production,-4.376135732169814,1.4978831585659325,1.1666666666666667,1
CHG-1051,Deployment,Infrastructure Team,Production,282.21990824944936,4.981896119930566,4.833333333333333,1
CHG-1052,DB Change,Database Team,Production,30.487361654517656,0.6855140970706781,0.6666666666666667,0
CHG-1053,Config Update,Application Team,Production,48.52054930231185,-0.5941367909939235,1.0714285714285716,1
CHG-1054,Deployment,Database Team,Production,113.2340594712835,-0.08531161524490116,3.166666666666667,1
CHG-1055,DB Change,Database Team,Production,90.2298761949391,1.5337881084733183,1.0,1
CHG-1056,Config Update,Application Team,Production,-3.4004947131707013,0.0442651545595425,1.1666666666666667,0
CHG-1057,Infra Scaling,Application Team,Production,-1.224473342330441,0.25169275652549516,0.8333333333333334,0
CHG-1058,Config Update,Application Team,Production,-3.9584529185722204,0.9702364062069169,-0.04761904761904745,1
CHG-1059,DB Change,Application Team,Production,-2.306057902903717,-0.08073724054284281,0.33333333333333337,0
CHG-1060,DB Change,Database Team,Production,30.376535396298323,0.1604176469941443,0.33333333333333337,0
CHG-1061,Config Update,Application Team,Production,-256.05820382931944,-5.563227276306413,-6.19047619047619,0
CHG-1062,DB Change,Infrastructure Team,Production,61.48753313440915,0.3103191512354231,0.047619047619047894,1
CHG-1063,Config Update,Application Team,Production,-211.46736315181005,-6.547974551597983,-5.666666666666666,0
CHG-1064,DB Change,Application Team,Production,-178.83207232502355,-4.720680857311649,-4.166666666666667,0
CHG-1065,DB Change,Infrastructure Team,Production,246.1386920941316,4.913616287207631,3.3333333333333335,1
CHG-1066,Config Update,Application Team,Production,57.34146867827371,0.8556868580838073,1.0,1
CHG-1067,Config Update,Infrastructure Team,Production,226.68351951076022,24.68942695892813,2.333333333333333,1
CHG-1068,Config Update,Database Team,Production,38.38786521912846,0.3136535018605473,-0.1428571428571429,0
CHG-1069,Deployment,Database Team,Production,37.36284854544289,0.9203055784238183,2.0,1
CHG-1070,Infra Scaling,Application Team,Production,-83.19000979570774,-1.1466911578374788,-1.166666666666667,0
CHG-1071,DB Change,Infrastructure Team,Production,-10.971725433718689,-1.7022582834537952,-1.8333333333333335,0
CHG-1072,Config Update,Infrastructure Team,Production,7.3290554715097755,1.1675907275885755,-0.8333333333333335,1
CHG-1073,Deployment,Database Team,Production,100.32437850447923,1.370075743570037,4.404761904761904,1
CHG-1074,DB Change,Database Team,Production,10.674482513073997,0.0905850752126145,-0.5,0
CHG-1075,Deployment,Database Team,Production,17.086639269436716,0.0010187312736491538,-0.33333333333333326,0
CHG-1076,Deployment,Application Team,Production,33.70253298864304,0.648149147636051,-0.6666666666666661,0
CHG-1077,Deployment,Database Team,Production,159.8464313241438,4.259459198025029,3.833333333333333,1
CHG-1078,Config Update,Database Team,Production,-78.70396681615398,-2.008695425097619,-3.166666666666666,0
CHG-1079,Deployment,Infrastructure Team,Production,-28.490098659417527,-1.2654662950252749,-0.33333333333333337,0
CHG-1080,Config Update,Application Team,Production,-12.630114672089746,-0.07645213555093955,-0.8333333333333334,0
CHG-1081,Deployment,Infrastructure Team,Production,142.89122621833394,1.8735107960812574,3.1666666666666665,1
CHG-1082,DB Change,Database Team,Production,64.2120195841627,0.7655906182435995,0.8333333333333333,1
CHG-1083,Infra Scaling,Database Team,Production,-222.55230362920906,-1.8071984428829064,-2.1904761904761902,0
CHG-1084,Deployment,Database Team,Production,-21.21969069994617,-0.04516513162510316,0.16666666666666652,0
CHG-1085,Infra Scaling,Application Team,Production,-63.90912684700322,-0.26685853295842343,1.0,0
CHG-1086,Deployment,Infrastructure Team,Production,52.79298839383296,-0.5720284814592316,0.16666666666666652,1
CHG-1087,Deployment,Application Team,Production,-193.54394194852176,-1.4657273949971428,-2.1666666666666665,0
CHG-1088,Config Update,Infrastructure Team,Production,-64.14375048444072,0.5998227577848456,-2.4999999999999996,0
CHG-1089,Infra Scaling,Database Team,Production,-36.015695205801535,-1.1209206083802972,0.3333333333333335,0
CHG-1090,DB Change,Database Team,Production,92.64230822463315,1.2291397943639768,1.8333333333333335,1
CHG-1091,Config Update,Infrastructure Team,Production,27.3774355570975,-0.6352316181336735,-0.16666666666666669,0
CHG-1092,Config Update,Application Team,Production,22.35634064710365,0.026876260087477455,-0.5,0
CHG-1093,Deployment,Database Team,Production,146.05585899301695,23.82391090118167,1.666666666666666,1
CHG-1094,Deployment,Infrastructure Team,Production,203.08365227161903,13.35247303473227,1.9999999999999991,1
CHG-1095,Infra Scaling,Database Team,Production,-34.66372421154716,-0.3711055097983412,-0.33333333333333337,0
CHG-1096,Config Update,Infrastructure Team,Production,-25.749410706854462,0.2829833977190763,-0.023809523809523947,0
CHG-1097,DB Change,Database Team,Production,-20.9530112858846,0.05654540035424027,-0.8333333333333335,0
CHG-1098,DB Change,Infrastructure Team,Production,58.55178019731858,1.7094177273516455,1.6428571428571428,1
CHG-1099,Infra Scaling,Infrastructure Team,Production,7.505889156275828,0.5976493722556153,0.33333333333333337,0
CHG-1100,DB Change,Database Team,Production,-29.899770522108952,-0.007437049364421577,-0.8333333333333335,0
CHG-1101,Config Update,Application Team,Production,30.349490988855848,4.533288763425466,2.0476190476190466,1
CHG-1102,DB Change,Infrastructure Team,Production,70.78014104308824,3.4200751088897823,2.5000000000000004,1
CHG-1103,Infra Scaling,Infrastructure Team,Production,-212.9553572825717,-6.974510647971879,-1.4999999999999996,0
CHG-1104,Infra Scaling,Database Team,Production,-32.78010012121149,-0.6944087015270766,-0.33333333333333304,0
CHG-1105,Infra Scaling,Infrastructure Team,Production,4.265524754801788,0.93895881544157,0.09523809523809534,1
CHG-1106,DB Change,Infrastructure Team,Production,6.76520681207387,-0.5056641127260708,-0.2142857142857142,0
CHG-1107,DB Change,Database Team,Production,-24.51066921769484,1.301038238261151,1.0,1
CHG-1108,Deployment,Application Team,Production,9.075837608285838,-0.0026367099368138636,0.6666666666666667,0
CHG-1109,Config Update,Database Team,Production,19.867419156374694,1.147598695540785,0.47619047619047616,1
CHG-1110,Infra Scaling,Infrastructure Team,Production,101.0233243177293,3.597877871623894,4.000000000000001,1
CHG-1111,DB Change,Infrastructure Team,Production,15.093509946881,1.3685304109498566,1.5,1
CHG-1112,DB Change,Database Team,Production,14.17043135061374,-0.4553686411594966,-2.166666666666667,0
CHG-1113,Infra Scaling,Application Team,Production,-96.05841291890974,-0.6512414735466217,0.16666666666666674,0
CHG-1114,DB Change,Application Team,Production,-29.123807792918228,-1.4392133195355241,0.5000000000000001,0
CHG-1115,Deployment,Infrastructure Team,Production,-62.94625354041176,-4.125705935032391,-0.833333333333333,0
CHG-1116,Config Update,Application Team,Production,37.87717074809527,0.2882543933999516,0.0,0
CHG-1117,DB Change,Application Team,Production,108.6124607304653,-0.1364416526504204,0.5,1
CHG-1118,DB Change,Database Team,Production,80.72331250579799,1.2073443086214846,1.8333333333333333,1
CHG-1119,Infra Scaling,Infrastructure Team,Production,65.98864312612852,1.7061656998337504,2.166666666666667,1
CHG-1120,Deployment,Application Team,Production,-22.184652393457668,0.17377515986965653,-0.6666666666666667,0
CHG-1121,Deployment,Application Team,Production,100.52172323951305,1.4686631334214983,2.761904761904762,1
CHG-1122,DB Change,Database Team,Production,84.08815795069887,1.4273608141135585,0.16666666666666674,1
CHG-1123,Deployment,Application Team,Production,-32.455560543151705,-0.4731600725153149,-0.8333333333333333,0
CHG-1124,Infra Scaling,Database Team,Production,3.7856481362554746,0.006119879096601499,1.0476190476190474,0
CHG-1125,DB Change,Infrastructure Team,Production,179.04062681795153,8.846701668537644,5.0,1
CHG-1126,Deployment,Application Team,Production,-98.49734626151798,-0.7180088931444166,0.0,0
CHG-1127,DB Change,Infrastructure Team,Production,120.1683905462665,4.843486046019027,3.4523809523809526,1
CHG-1128,Deployment,Infrastructure Team,Production,86.67656922300716,3.967190891323863,2.166666666666667,1
CHG-1129,Infra Scaling,Infrastructure Team,Production,142.89122621833394,1.8735107960812574,3.1666666666666665,1
CHG-1130,Deployment,Database Team,Production,31.968297541106836,0.3517628636457608,0.16666666666666652,0
CHG-1131,Infra Scaling,Database Team,Production,-60.20390574430121,-0.8164740859771884,-1.5,0
CHG-1132,Config Update,Infrastructure Team,Production,-97.39604901751318,-1.210438503864053,-2.333333333333333,0
CHG-1133,Deployment,Application Team,Production,164.62111843817962,2.929257816389317,4.333333333333334,1
CHG-1134,Config Update,Application Team,Production,-29.899770522108952,-0.007437049364421577,-0.8333333333333335,0
CHG-1135,Config Update,Database Team,Production,453.7047318554675,22.973149651554976,5.0,1
CHG-1136,Config Update,Application Team,Production,8.40752993441788,0.0519826892622377,0.33333333333333337,0
CHG-1137,Infra Scaling,Database Team,Production,-69.19650301364737,0.09463973828376471,1.0,0
CHG-1138,Deployment,Application Team,Production,-93.67027550254733,-1.5536083924600865,-3.0,0
CHG-1139,Infra Scaling,Database Team,Production,122.65466042423787,5.308716928666994,3.666666666666667,1
CHG-1140,Config Update,Application Team,Production,-21.543479733429933,-0.09982529089859948,-3.0,0
CHG-1141,Deployment,Infrastructure Team,Production,-99.25332450922821,-1.4174030326073481,-2.0000000000000004,0
CHG-1142,Deployment,Database Team,Production,-101.21280274877614,-2.9679592177520213,-2.833333333333334,0
CHG-1143,Deployment,Infrastructure Team,Production,147.1608388648177,5.184484209638709,1.8333333333333335,1
CHG-1144,Config Update,Application Team,Production,12.344167940450234,0.990965430029912,-0.5,1
CHG-1145,Infra Scaling,Application Team,Production,-64.64123881579388,-0.4242139958666371,1.5,0
CHG-1146,Deployment,Application Team,Production,-368.47016500605616,-30.685600538299337,-5.6190476190476195,0
CHG-1147,Infra Scaling,Infrastructure Team,Production,78.98978536171938,0.7264715100453132,1.0,1
CHG-1148,DB Change,Application Team,Production,-113.51140350422446,-1.579917424443309,-1.6666666666666667,0
CHG-1149,DB Change,Infrastructure Team,Production,375.054029510796,23.06928545847554,3.4761904761904754,1
CHG-1150,Deployment,Application Team,Production,52.366982112340054,-0.22372309385077127,2.1666666666666665,1
CHG-1151,Config Update,Infrastructure Team,Production,4.681075601490306,0.5409456251292899,0.16666666666666663,0
CHG-1152,Infra Scaling,Infrastructure Team,Production,-19.423296854364764,0.5712790776848655,-0.5000000000000001,0
CHG-1153,Infra Scaling,Infrastructure Team,Production,-32.45184977950754,-0.1880794581428371,-0.33333333333333326,0
CHG-1154,Infra Scaling,Application Team,Production,-17.58239596946663,-0.078809023875416,-0.6666666666666667,0
CHG-1155,Config Update,Infrastructure Team,Production,-19.190739333413234,-0.02985128245020774,0.16666666666666674,0
CHG-1156,Infra Scaling,Application Team,Production,-116.52496716524354,-0.5864509481334661,-0.5714285714285714,0
CHG-1157,DB Change,Database Team,Production,204.32047978761847,9.32718905606329,2.833333333333333,1
CHG-1158,Infra Scaling,Database Team,Production,-152.70117006794283,-1.6750027264831706,-2.642857142857143,0
CHG-1159,DB Change,Database Team,Production,86.5404532391704,1.7633527083237657,2.833333333333333,1
CHG-1160,Deployment,Infrastructure Team,Production,241.12085309331945,5.911711510532951,4.0476190476190474,1
CHG-1161,Infra Scaling,Infrastructure Team,Production,30.21916273736707,-0.02790551000523256,-0.47619047619047616,0
CHG-1162,Infra Scaling,Infrastructure Team,Production,9.305212234150645,2.2482677908417354,2.5,1
CHG-1163,Config Update,Database Team,Production,-15.945686073589854,2.1136462292874523,2.5,1
CHG-1164,Deployment,Database Team,Production,158.96105106591807,7.892629445727328,3.5,1
CHG-1165,Deployment,Database Team,Production,83.53713319362578,5.943480255889611,3.738095238095238,1
CHG-1166,Deployment,Database Team,Production,152.75755258264905,1.7207013263592545,2.4285714285714284,1
CHG-1167,Infra Scaling,Infrastructure Team,Production,22.13671712071664,-0.10454994161017339,0.5,0
CHG-1168,Deployment,Application Team,Production,419.3444146116096,8.907799285394578,5.666666666666667,1
CHG-1169,Infra Scaling,Application Team,Production,43.25603222396069,0.5752240869164686,-0.4999999999999999,1
CHG-1170,Infra Scaling,Application Team,Production,-71.77115934963297,-1.0460732553452097,-4.285714285714286,0
CHG-1171,DB Change,Infrastructure Team,Production,-183.6557571868858,-1.8905595878072454,-2.8333333333333335,0
CHG-1172,Config Update,Database Team,Production,-26.05349521445379,0.7827983496394086,0.0,0
CHG-1173,Infra Scaling,Infrastructure Team,Production,207.54625451755084,6.989390645096597,3.333333333333333,1
CHG-1174,Config Update,Infrastructure Team,Production,-189.76016025121044,-1.8551924112767793,-3.0,0
CHG-1175,Infra Scaling,Infrastructure Team,Production,14.33905250407929,0.009541823259289872,-0.45238095238095244,0
CHG-1176,Deployment,Application Team,Production,62.08411436067189,2.7517885396180746,3.166666666666667,1
CHG-1177,Infra Scaling,Infrastructure Team,Production,-54.097152393399256,-0.3895909334150832,0.5000000000000001,0
CHG-1178,Infra Scaling,Application Team,Production,-68.04784612606204,0.5929441405916487,0.833333333333333,0
CHG-1179,Infra Scaling,Infrastructure Team,Production,-25.600756328794574,-0.09410459025899076,0.761904761904762,0
CHG-1180,Config Update,Application Team,Production,-1.434822458446547,0.10620779719313789,0.0,0
CHG-1181,Config Update,Application Team,Production,38.8688693499235,1.557151820540623,3.333333333333333,1
CHG-1182,DB Change,Database Team,Production,122.55822876340721,1.8991298960332166,1.6666666666666665,1
CHG-1183,Infra Scaling,Infrastructure Team,Production,-74.9269658460812,-0.805778468271818,-1.1666666666666665,0
CHG-1184,Deployment,Database Team,Production,320.9861100249848,6.56320661831616,4.333333333333333,1
CHG-1185,Infra Scaling,Database Team,Production,-63.65221898751048,0.18587869298694137,-0.3333333333333335,0
CHG-1186,DB Change,Infrastructure Team,Production,39.344345578994705,0.8253822786318854,1.1666666666666667,1
CHG-1187,Deployment,Database Team,Production,296.193687442863,7.32893302456758,6.0476190476190474,1
CHG-1188,Infra Scaling,Database Team,Production,-91.01338243560369,-0.5426083882351359,-0.16666666666666652,0
CHG-1189,Deployment,Database Team,Production,136.64924617043175,1.8058652080615418,3.166666666666666,1
CHG-1190,DB Change,Database Team,Production,34.90647080087035,0.6119636089007141,1.3333333333333335,0
CHG-1191,Infra Scaling,Application Team,Production,-32.10740970224822,-1.247976363434353,-2.166666666666667,0
CHG-1192,DB Change,Infrastructure Team,Production,-69.6419840077915,-2.6629287761372793,-1.833333333333333,0
CHG-1193,DB Change,Database Team,Production,-29.335929207974857,-0.521920010051506,-1.2619047619047619,0
CHG-1194,Config Update,Database Team,Production,107.30731806010368,4.0711574471179315,1.1666666666666665,1
CHG-1195,Config Update,Database Team,Production,-36.13498485611251,-1.0784054506230474,0.16666666666666663,0
CHG-1196,Config Update,Database Team,Production,11.089724382572854,0.7318932556312032,0.33333333333333326,0
CHG-1197,Deployment,Database Team,Production,8.19220824584977,-0.5429871726029847,-1.5,0
CHG-1198,DB Change,Infrastructure Team,Production,-53.65234560707654,0.29910545209766415,0.16666666666666652,0
CHG-1199,DB Change,Infrastructure Team,Production,-100.4509668120412,-0.984751390957243,-1.6666666666666667,0
CHG-1200,Config Update,Infrastructure Team,Production,-1.192981284565576,0.8674557769793239,-0.16666666666666663,1
